"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
salvageadm_resp,d1_samples,,yesno,"Were we able to salvage the admission resp sample?",,,,,,,,y,,,,," @HIDDEN"
adm_np_type,d1_samples,,radio,"Site taken from","1, Nose|2, Throat|3, Midturbinate",,,,,,"[np_swab] = '1'",y,,,,,
np_date,d1_samples,,text,"Date and time of Nose/Throat swab",,,datetime_dmy,,,,"[np_swab] = '1'",y,,,,,
np_date_2,d1_samples,,text,"Date of Nose/Throat swab",,,date_dmy,,,,"[np_swab] = '1'",y,,,,,
np_transport,d1_samples,,radio,"How was the sample transported?","1, At room temperature | 2, With an ice-pack",,,,,,,,,,,,
study_staff_member_swab,d1_samples,,dropdown,"Study staff member taking the Nose/Throat swab","1, Catherine Hyams | 2, Robyn Heath | 3, Kelly Turner | 4, Jade King | 5, Kazminder Fox | 6, Anabella Turner | 7, Oliver Griffiths | 8, Julie Cloake | 9, DMA | 10, Tawassal Riaz | 11, Beth Osborne | 12, Grace Tilzey | 13, Johanna Kellett-Wright | 14, Louise Wright | 15, Emma Scott | 16, Nicola Manning | 17, Rajeka Lazarus | 18, Rhian Walters | 19, Sandi Nammuni | 20, Katarina Milutinovic | 101, Catherine Hyams | 102, Zandile Maseko | 103, Lana Ward | 104, Zsolt Friedrich | 105, Elena Bellavia | 106, Kate Helliker | 107, Marianne Vasquez | 109, Leigh Morrison | 110, Anna Morley | 111, Gabriella Ruffino | 112, Johanna Kellett Wright",,,,,,"[np_swab] = '1'",y,,,,,
ad_resp_sample,d1_samples,,radio,"Should this patient have an admission respiratory sample?","1, Yes | 0, No",,,,,,,,,,,,
resp_sample_type,d1_samples,,checkbox,"What was the respiratory sample type? ","1, Nose/Throat Swab | 2, Saliva | 3, Sputum",,,,,,"[ad_resp_sample]=""1""",,,,,,
np_swab_2,d1_samples,,radio,"Nose/Throat swab taken","1, Yes - sample collected | 2, No - pending | 3, No - permanently lost",,,,,,"[resp_sample_type(1)]=""1""",,,,,,
adm_np_type_2,d1_samples,,radio,"Site taken from","1, Nose | 2, Throat | 3, Midturbinate",,,,,,"[np_swab_2]=""1""",,,,,,
np_date_3,d1_samples,,text,"Date of Nose/Throat swab",,,,,,,"[np_swab_2]=""1""",y,,,,,
days_adm_npswab,d1_samples,,text,"Days from admission to nose/throat swab collection",,,,,,,"[np_date]<>""""",,,,,,
study_staff_member_swab_2,d1_samples,,dropdown,"Study staff member taking the Nose/Throat swab","1, Catherine Hyams | 2, Robyn Heath | 3, Kelly Turner | 4, Jade King | 5, Kazminder Fox | 6, Anabella Turner | 7, Oliver Griffiths | 8, Julie Cloake | 9, DMA | 10, Tawassal Riaz | 11, Beth Osborne | 12, Grace Tilzey | 13, Johanna Kellett-Wright | 14, Louise Wright | 15, Emma Scott | 16, Nicola Manning | 17, Rajeka Lazarus | 18, Rhian Walters | 19, Sandi Nammuni | 20, Katarina Milutinovic | 101, Catherine Hyams | 102, Zandile Maseko | 103, Lana Ward | 104, Zsolt Friedrich | 105, Elena Bellavia | 106, Kate Helliker | 107, Marianne Vasquez | 119, Seevakumar Suppiah | 120, Konstantina Minou | 122, Jade King | 108, Maria Garcia | 109, Leigh Morrison | 110, Anna Morley | 111, Gabriella Ruffino | 112, Johanna Kellett Wright",,,,,,"[np_swab]=""1""",y,,,,,
saliva,d1_samples,,radio,"Saliva Sample Taken","1, Yes - sample collected | 2, No - pending | 3, No - permanently lost",,,,,,"[resp_sample_type(2)] = '1'",,,,,,
swish_sample,d1_samples,,yesno,"Was the saliva obtained via a swish sample?",,,,,,,,,,,,,
saliva_date,d1_samples,,text,"Date of Saliva Sample collection ",,,datetime_dmy,,,,"[saliva] = '1'",y,,,,,
saliva_transport,d1_samples,,radio,"How was the saliva sample transported?","1, At room temperature | 2, With an ice-pack",,,,,,,,,,,,
days_adm_saliva,d1_samples,,text,"Days from admission to saliva sample ",,,,,,,"[saliva_date]<>""""",,,,,,
study_staff_member_saliva,d1_samples,,dropdown,"Study staff member collecting Saliva ","1, Catherine Hyams | 2, Robyn Heath | 3, Kelly Turner | 4, Jade King | 5, Kazminder Fox | 6, Anabella Turner | 7, Oliver Griffiths | 8, Julie Cloake | 9, DMA | 10, Tawassal Riaz | 11, Beth Osborne | 12, Grace Tilzey | 13, Johanna Kellett-Wright | 14, Louise Wright | 15, Emma Scott | 16, Nicola Manning | 17, Rajeka Lazarus | 18, Rhian Walters | 19, Sandi Nammuni | 20, Katarina Milutinovic | 101, Catherine Hyams | 102, Zandile Maseko | 103, Lana Ward | 104, Zsolt Friedrich | 105, Elena Bellavia | 106, Kate Helliker | 107, Marianne Vasquez | 119, Seevakumar Suppiah | 120, Konstantina Minou | 122, Jade King | 108, Maria Garcia | 109, Leigh Morrison | 110, Anna Morley | 111, Gabriella Ruffino | 112, Johanna Kellett Wright",,,,,,"[saliva] = '1'",,,,,,
sputum,d1_samples,,dropdown,"Sputum Sample Taken","1, Yes - sample collected | 2, No - return later to collect sample (ie pending) | 3, No - unable to collect sample (ie permanently lost)",,,,,,"[resp_sample_type(3)] = '1'",,,,,,
sputum_date,d1_samples,,text,"Date of Sputum Sample collection ",,,datetime_dmy,,,,"[sputum] = '1'",,,,,,
sputum_transport,d1_samples,,radio,"How was the saliva sputum transported?","1, At room temperature | 2, With an ice-pack",,,,,,,,,,,,
days_adm_sputum,d1_samples,,text,"Days from admission to sputum sample ",,,,,,,"[sputum_date]<>""""",,,,,,
study_staff_member_sputum,d1_samples,,dropdown,"Study Member collecting Sputum","1, Catherine Hyams | 2, Robyn Heath | 3, Kelly Turner | 4, Jade King | 5, Kazminder Fox | 6, Anabella Turner | 7, Oliver Griffiths | 8, Julie Cloake | 9, DMA | 10, Tawassal Riaz | 11, Beth Osborne | 12, Grace Tilzey | 13, Johanna Kellett-Wright | 14, Louise Wright | 15, Emma Scott | 16, Nicola Manning | 17, Rajeka Lazarus | 18, Rhian Walters | 19, Sandi Nammuni | 20, Katarina Milutinovic | 101, Catherine Hyams | 102, Zandile Maseko | 103, Lana Ward | 104, Zsolt Friedrich | 105, Elena Bellavia | 106, Kate Helliker | 107, Marianne Vasquez | 119, Seevakumar Suppiah | 120, Konstantina Minou | 122, Jade King | 108, Maria Garcia | 109, Leigh Morrison | 110, Anna Morley | 111, Gabriella Ruffino | 112, Johanna Kellett Wright",,,,,,"[sputum]=""1""",,,,,,
resp_not_needed_2,d1_samples,"Urine Samples",descriptive,"<div class=""blue"";><span style=""font-weight:normal;font-color:blue;font-size:140%"">This participant does not need a urine specimen</span></div>",,,,,,,"[consent_urine]<> '1'",,,,,,
resp_needed_2,d1_samples,,descriptive,"<div class=""red"";><span style=""font-weight:normal;font-color:red;font-size:140%"">This participant needs a urine sample to be taken - please collect research sample</span></div>",,,,,,,"[consent_urine]= '1'",,,,,,
pt_ad_ur,d1_samples,,yesno,"Should this patient have an admission urine sample?",,,,,,,,y,,,,,
adm_ur_taken,d1_samples,,radio,"Urine sample obtained?","1, Yes - sample collected | 2, No - return later to collect sample (ie pending) | 3, No - unable to collect sample (ie permanently lost)",,,,,,"[pt_ad_ur] = '1'",y,,,,,
catheter_urine,d1_samples,,yesno,"Was the urine sample obtained from a catheter?",,,,,,,"[pt_ad_ur] = 1",y,,,,,
nourine_reason,d1_samples,,radio,"Reason for failing to collect urine","1, No consent for urine (ie declined consent or participant discharged at time of consent) | 2, Incontinent patient | 3, Anuric patient | 4, Patient too aggressive/agitated | 5, Dying patient | 6, Staff unable collect sample",,,,,y,,y,,,,,
salvage_admurine,d1_samples,,yesno,"Were we able to salvage the admission urine sample?",,,,,,,,,,,,," @HIDDEN"
adm_ur_date,d1_samples,,text,"Date and time of urine sample",,,datetime_dmy,,,,"[adm_ur_taken] = '1'",y,,,,,
urine_transport,d1_samples,,radio,"How was the urine sample transported?","1, At room temperature | 2, With an ice-pack",,,,,,,,,,,,
adm_ur_date_2,d1_samples,,text,"Date of urine sample",,,date_dmy,,,,"[adm_ur_taken] = '1'",y,,,,,
freezer,d1_samples,,text,"Date and time Frozen",,,date_dmy,,,,,y,,,,,
days_adm_urine,d1_samples,,text,"Days from admission to urine sample collection",,,,,,,"[adm_ur_date]<>""""",,,,,,
study_staff_member_urine,d1_samples,,dropdown,"Staff member taking the urine sample","1, Catherine Hyams | 2, Robyn Heath | 3, Kelly Turner | 4, Jade King | 5, Kazminder Fox | 6, Anabella Turner | 7, Oliver Griffiths | 8, Julie Cloake | 9, DMA | 10, Tawassal Riaz | 11, Beth Osborne | 12, Grace Tilzey | 13, Johanna Kellett-Wright | 14, Louise Wright | 15, Emma Scott | 16, Nicola Manning | 17, Rajeka Lazarus | 18, Rhian Walters | 19, Sandi Nammuni | 20, Katarina Milutinovic | 101, Catherine Hyams | 102, Zandile Maseko | 103, Lana Ward | 104, Zsolt Friedrich | 105, Elena Bellavia | 106, Kate Helliker | 107, Marianne Vasquez | 109, Leigh Morrison | 110, Anna Morley | 111, Gabriella Ruffino | 112, Johanna Kellett Wright",,,,,,"[adm_ur_taken] = '1'",y,,,,,
resp_not_needed_3,d1_samples,"Serum samples",descriptive,"<div class=""blue"";><span style=""font-weight:normal;font-color:blue;font-size:140%"">This participant does not need a serum specimen</span></div>",,,,,,,"[consent_blood]<> '1'",,,,,,
resp_needed_3,d1_samples,,descriptive,"<div class=""red"";><span style=""font-weight:normal;font-color:red;font-size:140%"">This participant needs a serum sample to be taken - please collect research sample</span></div>",,,,,,,"[consent_blood]= '1'",,,,,,
adm_ser,d1_samples,,yesno,"Should this patient have an admission serum sample?",,,,,,,,y,,,,,
adm_serum_tak,d1_samples,,radio,"Serum sample obtained?","1, Yes - sample collected | 2, No - return later to collect sample (ie pending) | 3, No - unable to collect sample (ie permanently lost)",,,,,,"[adm_ser] = '1'",y,,,,,
salvage_admser,d1_samples,,yesno,"Were we able to salvage the admission serum sample?",,,,,,,,,,,,," @HIDDEN"
adm_seru_date,d1_samples,,text,"Date and time of Serum sample",,,datetime_dmy,,,,"[adm_serum_tak] = '1'",y,,,,,
adm_seru_date_2,d1_samples,,text,"Date of Serum sample",,,datetime_dmy,,,,"[adm_serum_tak] = '1'",y,,,,,
days_adm_serum,d1_samples,,text,"Days from admission to serum sample collection",,,,,,,"[adm_seru_date]<>""""",,,,,,
study_staff_member_serum,d1_samples,,dropdown,"Study staff member taking the Serum sample","1, Catherine Hyams | 2, Robyn Heath | 3, Kelly Turner | 4, Jade King | 5, Kazminder Fox | 6, Anabella Turner | 7, Oliver Griffiths | 8, Julie Cloake | 9, DMA | 10, Tawassal Riaz | 11, Beth Osborne | 12, Grace Tilzey | 13, Johanna Kellett-Wright | 14, Louise Wright | 15, Emma Scott | 16, Nicola Manning | 17, Rajeka Lazarus | 18, Rhian Walters | 19, Sandi Nammuni | 20, Katarina Milutinovic | 101, Catherine Hyams | 102, Zandile Maseko | 103, Lana Ward | 104, Zsolt Friedrich | 105, Elena Bellavia | 106, Kate Helliker | 107, Marianne Vasquez | 109, Leigh Morrison | 110, Anna Morley | 111, Gabriella Ruffino | 112, Johanna Kellett Wright",,,,,,"[adm_serum_tak] = '1'",y,,,,,
needs_fu,d1_samples,"Day 45 Follow Up",descriptive,"<div class=""red"";><span style=""font-weight:normal;font-color:red;font-size:140%"">This participant needs a D45 follow up appointment to be booked</span></div>",,,,,,,"[consent_blood]= '1'",,,,,,
resp_not_needed_4,d1_samples,,descriptive,"<div class=""blue"";><span style=""font-weight:normal;font-color:blue;font-size:140%"">This participant does not need a D45 follow up appointment</span></div>",,,,,,,"[consent_blood]<> '1'",,,,,,
day45,d1_samples,,yesno,"Does this participant need a follow up on day 45?",,,,,,,,y,,,,,
adm_others,d1_samples,"Other Samples",yesno,"Were any other samples taken on admission?",,,,,,,,y,,,,,
adm_other_spec,d1_samples,,dropdown,"What was the sample taken?","1, Blood (EDTA)|2, Sputum sample|3, Saliva sample|4, Pleural fluid|5, Bronchoalveolar lavage fluid|6, Other",,,,,,"[adm_others] = '1'",y,,,,,
adm_other_spec_2,d1_samples,,text,"Specify the other sample type",,,,,,,"[adm_other_spec] = '6'",y,,,,,
adm_other_date,d1_samples,,text,"What date and time was this sample taken?",,,datetime_seconds_dmy,,,,"[adm_others] = '1'",y,,,,,
days_adm_other,d1_samples,,text,"Days from admission to other sample collection",,,,,,,"[adm_other_date]<>""""",,,,,,
study_staff_member_other,d1_samples,,dropdown,"Study staff member taking Other samples ","1, Catherine Hyams | 2, Robyn Heath | 3, Kelly Turner | 4, Jade King | 5, Kazminder Fox | 6, Anabella Turner | 7, Oliver Griffiths | 8, Julie Cloake | 9, DMA | 10, Tawassal Riaz | 11, Beth Osborne | 12, Grace Tilzey | 13, Johanna Kellett-Wright | 14, Louise Wright | 15, Emma Scott | 16, Nicola Manning | 17, Rajeka Lazarus | 18, Rhian Walters | 19, Sandi Nammuni | 20, Katarina Milutinovic | 101, Catherine Hyams | 102, Zandile Maseko | 103, Lana Ward | 104, Zsolt Friedrich | 105, Elena Bellavia | 106, Kate Helliker | 107, Marianne Vasquez | 109, Leigh Morrison | 110, Anna Morley | 111, Gabriella Ruffino | 112, Johanna Kellett Wright",,,,,,"[adm_others] = '1'",y,,,,,
warning_withdrawal1,covid_risk_questionnaire,,descriptive,"<div class=""yellow"";><span style=""font-weight:normal;font-color:blue;font-size:140%"">Participant has withdrawn from the study. Do not collect any further data.</span></div>",,,,,,,"[withdrawal_aspect] ='1' OR [withdrawal_aspect] = '2'",,,,,,
warning_declined5,covid_risk_questionnaire,,descriptive,"<div class=""yellow"";><span style=""font-weight:normal;font-color:blue;font-size:140%"">Participant has declined consent to the study. Do not collect any further data.</span></div>",,,,,,,"[consented]= '2' OR [ppc]= '2'",,,,,,
covid_header_1,covid_risk_questionnaire,,descriptive,"<div class=""rich-text-field-label""><div class=""blue""><span style=""font-size: 140%; font-color: blue;"">Avon CAP: COVID-19 Related Risk Behaviours Questionnaire</span></div></div>",,,,,,,,,,,,,
questionnaire,covid_risk_questionnaire,,yesno,"Did the patient complete a COVID questionnaire?",,,,,,,,y,,,,,
questionnaire_no,covid_risk_questionnaire,,radio,"Why not?","1, Not consented | 2, Too unwell | 3, Taken for procedure or examination | 4, Language barrier | 5, Patient did not want to complete",,,,,,"[questionnaire] = '0'",y,,,,,
length_of_questionnaire,covid_risk_questionnaire,,radio,"What length of questionnaire was the patient asked?","1, Short version | 2, Extended version",,,,,,,,,,,,
covid_header,covid_risk_questionnaire,,descriptive,"<div class=""blue""><span style=""font-weight: normal; font-color: blue; font-size: 140%;"">Please select one response per question, marking a number value or an 'X' in the box where appropriate",,,,,,,"[questionnaire] = '1'",,,,,,
des_previousinfection2,covid_risk_questionnaire,,descriptive,"<div class=""yellow""><span style=""font-weight: normal; font-color: yellow; font-size: 120%;"">Previous Covid-19 infection",,,,,,,"[questionnaire] = '1' and [previous_infection]=""0"" OR [previous_infection]= ""2""",,,,,,
previous_infection2,covid_risk_questionnaire,,yesno,"Have you had a positive COVID-19 test result or have you been told by a doctor that you have had COVID-19 in the past 12 months? ",,,,,,,"[questionnaire] = '1' and [previous_infection]=""0"" OR [previous_infection]= ""2""",y,,,,,
previousinfection2_date,covid_risk_questionnaire,,text,"If Yes, When was it? ",,,date_dmy,,,,"[questionnaire] = '1' and [previous_infection2]=1",y,,,,,
age_group,covid_risk_questionnaire,,descriptive,"<div class=""yellow""><span style=""font-weight: normal; font-color: yellow; font-size: 120%;"">How many people in the following age groups live in your household?",,,,,,,"[questionnaire] = '1'",,,,,,
under5,covid_risk_questionnaire,,text,"Children under 5 years",,,integer,0,5,,"[questionnaire] = '1'",y,,,,,
five_17y,covid_risk_questionnaire,,text,"5-17 years",,,integer,0,7,,"[questionnaire] = '1'",y,,,,,
covid_adults,covid_risk_questionnaire,,text,"18 years and older (including you)",,,integer,0,8,,"[questionnaire] = '1'",y,,,,,
social_bubble,covid_risk_questionnaire,,descriptive,"<div class=""yellow""><span style=""font-weight: normal; font-color: yellow; font-size: 120%;"">Social bubble questions",,,,,,,"[questionnaire] = '1'",,,,,,
social_bubbleq,covid_risk_questionnaire,,radio,"<div class=""rich-text-field-label""><p>IF APPROPRIATE re national lockdown vs tiers vs post lockdown: <br /><span style=""font-weight: normal;"">Are you in a social bubble with one or more other households for the pandemic?</span></p></div>","1, Yes | 2, No | 3, No applicable under current circumstances",,,,,,"[questionnaire] = '1'",y,,,,,
bubble_kidsunder5,covid_risk_questionnaire,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">If </span>YES<span style=""font-weight: normal;"">, how many people are in the <span style=""text-decoration: underline;"">other</span> household(s) that are in your social bubble?</span></p> <p>Children under 5 years</p></div>",,,integer,0,5,,"[questionnaire] = '1' and [social_bubbleq] = '1'",y,,,,,
bubble_kids5_17,covid_risk_questionnaire,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">If </span>YES<span style=""font-weight: normal;"">, how many people are in the <span style=""text-decoration: underline;"">other</span> household(s) that are in your social bubble?</span></p> <p>5-17 years</p></div>",,,integer,0,5,,"[questionnaire] = '1' and [social_bubbleq]=1",y,,,,,
bubble_adults,covid_risk_questionnaire,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">If </span>YES<span style=""font-weight: normal;"">, how many people are in the <span style=""text-decoration: underline;"">other</span> household(s) that are in your social bubble?</span></p> <p>18 years and older (including you)</p></div>",,,integer,0,8,,"[questionnaire] = '1' and [social_bubbleq]=1",y,,,,,
covid_q_other,covid_risk_questionnaire,,descriptive,"<div class=""yellow""><span style=""font-weight: normal; font-color: yellow; font-size: 120%;"">Social Contact and Employment Questions",,,,,,,"[questionnaire] = '1'",,,,,,
